animal_id,start_sample,start_s,start_min,end_s,hr,rr_std,n_beats,mains_ratio,passes_gate,within_120s_of_annotation
112,680000,680.0,11.333,710.0,569.1,8.2,285,0.3453,True,False
112,685000,685.0,11.417,715.0,571.4,8.3,285,0.3169,True,False
112,690000,690.0,11.5,720.0,575.2,4.9,285,0.2518,True,False
112,695000,695.0,11.583,725.0,577.3,1.3,288,0.1426,True,False
112,700000,700.0,11.667,730.0,580.4,1.2,290,0.1545,True,False
112,705000,705.0,11.75,735.0,584.3,1.6,292,0.1531,True,False
112,710000,710.0,11.833,740.0,587.7,1.6,294,0.2018,True,False
112,715000,715.0,11.917,745.0,591.4,1.7,296,0.2665,True,False
112,720000,720.0,12.0,750.0,596.4,1.6,297,0.4442,True,False
112,725000,725.0,12.083,755.0,600.5,1.5,301,0.5262,True,False
112,730000,730.0,12.167,760.0,606.6,3.6,303,0.5419,True,False
112,735000,735.0,12.25,765.0,607.4,5.7,304,0.5004,True,False
112,740000,740.0,12.333,770.0,610.5,6.0,305,0.572,True,False
112,745000,745.0,12.417,775.0,611.7,6.0,306,0.5086,True,False
112,750000,750.0,12.5,780.0,613.4,6.0,304,0.4859,True,False
112,755000,755.0,12.583,785.0,612.3,6.5,307,0.7014,True,False
112,760000,760.0,12.667,790.0,612.6,7.8,307,1.2378,True,False
112,765000,765.0,12.75,795.0,613.4,6.2,304,1.551,True,False
112,770000,770.0,12.833,800.0,616.2,6.2,308,1.4562,True,False
112,775000,775.0,12.917,805.0,618.3,6.1,309,1.3157,True,False
112,780000,780.0,13.0,810.0,617.9,5.5,306,1.1292,True,False
112,785000,785.0,13.083,815.0,619.3,3.9,310,0.8211,True,False
112,790000,790.0,13.167,820.0,617.8,0.8,309,0.0971,True,False
112,795000,795.0,13.25,825.0,619.1,0.7,308,0.0358,True,False
112,800000,800.0,13.333,830.0,618.9,0.7,310,0.0511,True,False
112,805000,805.0,13.417,835.0,618.7,0.7,309,0.0539,True,False
112,810000,810.0,13.5,840.0,619.8,0.6,310,0.0569,True,False
112,815000,815.0,13.583,845.0,620.6,0.6,310,0.064,True,False
112,820000,820.0,13.667,850.0,620.6,0.5,311,0.1564,True,False
112,825000,825.0,13.75,855.0,620.6,0.5,310,0.1909,True,False
112,830000,830.0,13.833,860.0,620.2,0.6,310,0.1821,True,False
112,835000,835.0,13.917,865.0,617.3,4.1,309,0.1751,True,False
112,840000,840.0,14.0,870.0,614.1,6.8,307,0.2065,True,False
112,845000,845.0,14.083,875.0,613.3,6.8,307,0.2039,True,False
112,850000,850.0,14.167,880.0,615.0,6.4,307,0.3862,True,False
112,855000,855.0,14.25,885.0,612.3,6.8,307,0.3338,True,False
112,860000,860.0,14.333,890.0,612.4,6.8,306,0.4334,True,False
112,865000,865.0,14.417,895.0,615.2,5.5,308,0.3725,True,False
112,870000,870.0,14.5,900.0,617.4,0.5,309,0.3926,True,False
112,875000,875.0,14.583,905.0,618.6,2.1,310,0.316,True,False
112,880000,880.0,14.667,910.0,620.7,5.3,311,0.1896,True,False
112,885000,885.0,14.75,915.0,608.5,21.2,304,0.459,True,False
112,890000,890.0,14.833,920.0,604.6,23.4,302,0.3172,True,False
112,895000,895.0,14.917,925.0,604.3,23.4,302,0.4615,True,False
112,900000,900.0,15.0,930.0,606.1,23.9,303,0.4327,True,False
112,905000,905.0,15.083,935.0,599.6,26.3,300,0.5823,True,False
112,910000,910.0,15.167,940.0,597.1,25.0,299,0.3863,True,False
112,915000,915.0,15.25,945.0,613.1,12.4,306,0.7359,True,False
112,920000,920.0,15.333,950.0,615.7,9.9,308,0.7166,True,False
112,925000,925.0,15.417,955.0,616.4,9.9,308,0.8271,True,False
112,930000,930.0,15.5,960.0,615.3,8.8,308,0.5126,True,False
112,935000,935.0,15.583,965.0,618.2,6.6,309,0.6873,True,False
112,940000,940.0,15.667,970.0,621.0,0.6,310,0.5861,True,False
112,945000,945.0,15.75,975.0,623.1,3.2,312,0.6199,True,False
112,950000,950.0,15.833,980.0,622.6,3.2,312,0.3256,True,False
112,955000,955.0,15.917,985.0,624.8,4.8,312,0.2366,True,False
112,960000,960.0,16.0,990.0,625.3,4.8,311,0.2927,True,False
112,965000,965.0,16.083,995.0,626.0,4.8,313,0.2585,True,False
112,970000,970.0,16.167,1000.0,627.0,4.8,314,0.1907,True,False
112,975000,975.0,16.25,1005.0,626.0,3.6,313,0.1914,True,False
112,980000,980.0,16.333,1010.0,626.8,3.6,313,0.3949,True,False
112,985000,985.0,16.417,1015.0,627.4,3.2,312,0.5877,True,False
112,990000,990.0,16.5,1020.0,627.2,4.1,311,0.7313,True,False
112,995000,995.0,16.583,1025.0,626.7,4.1,313,0.8425,True,False
112,1000000,1000.0,16.667,1030.0,627.0,4.1,313,0.8987,True,False
112,1005000,1005.0,16.75,1035.0,629.7,6.1,314,0.5477,True,False
112,1010000,1010.0,16.833,1040.0,631.5,6.1,316,0.4848,True,False
112,1015000,1015.0,16.917,1045.0,629.7,4.6,315,0.2941,True,False
112,1020000,1020.0,17.0,1050.0,627.5,7.2,314,0.2985,True,False
112,1025000,1025.0,17.083,1055.0,626.8,7.2,313,0.1927,True,False
112,1030000,1030.0,17.167,1060.0,626.3,7.2,313,0.2053,True,False
112,1035000,1035.0,17.25,1065.0,622.7,5.8,312,0.1395,True,False
112,1040000,1040.0,17.333,1070.0,621.6,5.6,309,0.1222,True,False
112,1045000,1045.0,17.417,1075.0,621.9,5.6,311,0.1448,True,False
112,1050000,1050.0,17.5,1080.0,624.7,1.1,312,0.0863,True,False
112,1055000,1055.0,17.583,1085.0,597.4,37.5,295,0.1397,True,False
112,1060000,1060.0,17.667,1090.0,503.5,135.4,252,0.0934,False,False
112,1065000,1065.0,17.75,1095.0,502.7,174.3,252,0.1488,False,False
112,1070000,1070.0,17.833,1100.0,503.0,180.4,252,0.0939,False,False
112,1075000,1075.0,17.917,1105.0,500.1,181.6,250,0.0916,False,False
112,1080000,1080.0,18.0,1110.0,490.8,187.1,238,0.0831,False,False
112,1085000,1085.0,18.083,1115.0,535.9,145.9,262,0.118,False,False
112,1090000,1090.0,18.167,1120.0,587.1,106.6,294,0.1075,True,False
112,1095000,1095.0,18.25,1125.0,585.7,106.8,293,0.0953,True,False
112,1100000,1100.0,18.333,1130.0,585.3,106.8,293,0.0907,True,False
112,1105000,1105.0,18.417,1135.0,583.7,107.1,292,0.1455,True,False
112,1110000,1110.0,18.5,1140.0,626.8,24.1,303,0.1906,True,False
112,1115000,1115.0,18.583,1145.0,635.4,2.5,318,0.1722,True,False
112,1120000,1120.0,18.667,1150.0,634.9,2.5,317,0.1504,True,False
112,1125000,1125.0,18.75,1155.0,634.5,3.5,317,0.4347,True,False
112,1130000,1130.0,18.833,1160.0,633.7,3.5,317,0.4278,True,False
112,1135000,1135.0,18.917,1165.0,633.4,3.1,317,0.4966,True,False
112,1140000,1140.0,19.0,1170.0,632.7,2.6,316,0.5069,True,False
112,1145000,1145.0,19.083,1175.0,635.5,3.9,317,0.6606,True,False
112,1150000,1150.0,19.167,1180.0,636.4,3.9,319,0.8611,True,False
112,1155000,1155.0,19.25,1185.0,631.0,10.6,315,0.482,True,False
112,1160000,1160.0,19.333,1190.0,636.3,9.9,318,0.8611,True,False
112,1165000,1165.0,19.417,1195.0,633.4,11.3,316,0.8109,True,False
112,1170000,1170.0,19.5,1200.0,635.3,9.9,318,0.8754,True,False
112,1175000,1175.0,19.583,1205.0,632.9,9.5,317,0.6848,True,False
112,1180000,1180.0,19.667,1210.0,632.6,9.5,316,0.5534,True,False
112,1185000,1185.0,19.75,1215.0,638.9,6.3,319,0.8301,True,False
112,1190000,1190.0,19.833,1220.0,637.5,6.0,319,0.5008,True,False
112,1195000,1195.0,19.917,1225.0,639.0,5.8,320,0.557,True,False
112,1200000,1200.0,20.0,1230.0,637.2,6.3,319,0.5223,True,False
112,1205000,1205.0,20.083,1235.0,639.6,6.5,320,0.0729,True,False
112,1210000,1210.0,20.167,1240.0,632.2,14.4,316,0.123,True,False
112,1215000,1215.0,20.25,1245.0,628.5,14.6,314,0.07,True,False
112,1220000,1220.0,20.333,1250.0,631.1,13.3,316,0.0747,True,False
112,1225000,1225.0,20.417,1255.0,631.4,13.2,316,0.0671,True,False
112,1230000,1230.0,20.5,1260.0,632.5,13.4,317,0.3002,True,False
112,1235000,1235.0,20.583,1265.0,632.6,13.5,316,0.5336,True,False
112,1240000,1240.0,20.667,1270.0,638.8,6.6,319,0.6946,True,False
112,1245000,1245.0,20.75,1275.0,641.6,5.2,321,0.672,True,False
112,1250000,1250.0,20.833,1280.0,642.3,5.2,321,0.677,True,False
112,1255000,1255.0,20.917,1285.0,639.2,13.7,320,1.0834,True,False
112,1260000,1260.0,21.0,1290.0,625.5,38.5,313,1.0369,True,False
112,1265000,1265.0,21.083,1295.0,559.4,178.4,280,0.8141,False,False
112,1270000,1270.0,21.167,1300.0,563.7,177.7,282,0.9866,False,False
112,1275000,1275.0,21.25,1305.0,561.2,228.9,281,1.1942,False,False
112,1280000,1280.0,21.333,1310.0,568.1,227.5,284,1.3898,False,False
112,1285000,1285.0,21.417,1315.0,575.5,175.6,288,1.2709,False,False
112,1290000,1290.0,21.5,1320.0,652.5,11.3,293,1.9475,True,False
112,1295000,1295.0,21.583,1325.0,656.0,12.5,327,2.1576,True,False
112,1300000,1300.0,21.667,1330.0,653.8,16.5,327,2.2807,True,False
112,1305000,1305.0,21.75,1335.0,661.0,11.8,331,1.9648,True,False
112,1310000,1310.0,21.833,1340.0,663.0,12.0,331,2.0008,True,False
112,1315000,1315.0,21.917,1345.0,663.8,11.5,332,1.7406,True,False
112,1320000,1320.0,22.0,1350.0,664.8,10.5,332,1.208,True,False
112,1325000,1325.0,22.083,1355.0,663.7,9.6,332,0.9716,True,False
112,1330000,1330.0,22.167,1360.0,661.6,5.5,331,0.9121,True,False
112,1335000,1335.0,22.25,1365.0,662.2,5.5,331,0.9073,True,False
112,1340000,1340.0,22.333,1370.0,661.3,4.7,331,0.7431,True,False
112,1345000,1345.0,22.417,1375.0,662.1,4.7,331,0.7408,True,False
112,1350000,1350.0,22.5,1380.0,663.0,4.7,331,0.6382,True,False
112,1355000,1355.0,22.583,1385.0,660.4,0.7,330,0.3403,True,False
112,1360000,1360.0,22.667,1390.0,660.9,0.5,331,0.2655,True,False
112,1365000,1365.0,22.75,1395.0,661.4,0.5,331,0.3153,True,False
112,1370000,1370.0,22.833,1400.0,662.1,6.2,331,0.9272,True,False
112,1375000,1375.0,22.917,1405.0,661.3,5.9,331,1.0116,True,False
112,1380000,1380.0,23.0,1410.0,661.9,5.9,331,0.9178,True,False
112,1385000,1385.0,23.083,1415.0,660.6,8.1,330,1.1978,True,False
112,1390000,1390.0,23.167,1420.0,659.7,12.0,327,1.45,True,False
112,1395000,1395.0,23.25,1425.0,662.9,12.3,330,2.4351,True,False
112,1400000,1400.0,23.333,1430.0,663.3,11.5,332,1.7221,True,False
112,1405000,1405.0,23.417,1435.0,658.8,15.5,328,1.7053,True,False
112,1410000,1410.0,23.5,1440.0,656.1,18.7,328,1.6475,True,False
112,1415000,1415.0,23.583,1445.0,657.3,17.3,328,1.5482,True,False
112,1420000,1420.0,23.667,1450.0,648.1,27.1,325,0.8216,True,False
112,1425000,1425.0,23.75,1455.0,645.2,27.0,323,0.548,True,False
112,1430000,1430.0,23.833,1460.0,649.5,25.2,324,0.6365,True,False
112,1435000,1435.0,23.917,1465.0,657.0,21.8,329,0.6732,True,False
112,1440000,1440.0,24.0,1470.0,657.1,21.3,329,0.2736,True,False
112,1445000,1445.0,24.083,1475.0,640.9,28.3,321,0.1996,True,False
112,1450000,1450.0,24.167,1480.0,647.1,20.6,324,0.5226,True,False
112,1455000,1455.0,24.25,1485.0,648.9,20.7,324,0.628,True,False
112,1460000,1460.0,24.333,1490.0,649.8,20.6,325,0.5559,True,False
112,1465000,1465.0,24.417,1495.0,648.1,22.1,324,0.7226,True,False
112,1470000,1470.0,24.5,1500.0,652.4,21.5,326,0.9516,True,False
112,1475000,1475.0,24.583,1505.0,674.6,9.8,337,1.1274,True,False
112,1480000,1480.0,24.667,1510.0,678.7,5.9,339,1.25,True,False
112,1485000,1485.0,24.75,1515.0,678.7,5.8,340,1.1643,True,False
112,1490000,1490.0,24.833,1520.0,681.0,6.4,341,1.2314,True,False
112,1495000,1495.0,24.917,1525.0,673.3,17.0,336,0.1504,True,False
112,1500000,1500.0,25.0,1530.0,672.0,16.6,336,0.1056,True,False
112,1505000,1505.0,25.083,1535.0,672.3,16.8,336,0.1344,True,False
112,1510000,1510.0,25.167,1540.0,672.4,16.6,337,0.0927,True,False
112,1515000,1515.0,25.25,1545.0,668.7,16.9,334,0.1778,True,False
112,1520000,1520.0,25.333,1550.0,663.1,17.4,332,0.3637,True,False
112,1525000,1525.0,25.417,1555.0,667.4,6.1,334,0.399,True,False
112,1530000,1530.0,25.5,1560.0,664.4,6.1,332,0.3581,True,False
112,1535000,1535.0,25.583,1565.0,660.8,5.3,331,0.4127,True,False
112,1540000,1540.0,25.667,1570.0,660.4,6.0,330,0.4356,True,False
112,1545000,1545.0,25.75,1575.0,659.8,7.7,330,0.4869,True,False
112,1550000,1550.0,25.833,1580.0,602.3,117.1,302,0.711,True,False
112,1555000,1555.0,25.917,1585.0,586.1,124.3,293,0.751,False,False
112,1560000,1560.0,26.0,1590.0,579.5,126.9,290,0.8366,False,False
112,1565000,1565.0,26.083,1595.0,569.9,143.2,285,0.9472,False,False
112,1570000,1570.0,26.167,1600.0,567.6,143.9,284,0.7015,False,False
112,1575000,1575.0,26.25,1605.0,574.4,143.6,285,0.5453,False,False
112,1580000,1580.0,26.333,1610.0,670.3,28.7,333,0.5276,True,False
112,1585000,1585.0,26.417,1615.0,681.7,12.9,341,0.412,True,False
112,1590000,1590.0,26.5,1620.0,683.8,9.2,342,0.7885,True,False
112,1595000,1595.0,26.583,1625.0,686.7,6.3,343,0.8354,True,False
112,1600000,1600.0,26.667,1630.0,682.1,10.2,341,1.9326,True,False
112,1605000,1605.0,26.75,1635.0,680.4,10.2,340,1.5329,True,False
112,1610000,1610.0,26.833,1640.0,675.5,17.5,338,1.7825,True,False
112,1615000,1615.0,26.917,1645.0,675.2,17.6,336,1.7017,True,False
112,1620000,1620.0,27.0,1650.0,670.8,20.2,335,2.5526,True,False
112,1625000,1625.0,27.083,1655.0,666.7,23.7,333,2.2597,True,False
112,1630000,1630.0,27.167,1660.0,682.5,16.4,341,3.5332,True,False
112,1635000,1635.0,27.25,1665.0,676.2,20.0,338,3.2603,True,False
112,1640000,1640.0,27.333,1670.0,659.0,23.7,330,3.7263,True,False
112,1645000,1645.0,27.417,1675.0,634.6,35.0,314,3.5669,True,False
112,1650000,1650.0,27.5,1680.0,641.4,37.5,321,2.5844,True,False
112,1655000,1655.0,27.583,1685.0,680.5,19.5,341,2.1325,True,False
112,1660000,1660.0,27.667,1690.0,678.2,18.9,339,1.9,True,False
112,1665000,1665.0,27.75,1695.0,682.8,15.2,341,1.626,True,False
112,1670000,1670.0,27.833,1700.0,688.8,14.6,342,1.3223,True,False
112,1675000,1675.0,27.917,1705.0,685.1,15.6,338,0.9988,True,False
112,1680000,1680.0,28.0,1710.0,689.5,13.3,344,1.3172,True,False
112,1685000,1685.0,28.083,1715.0,695.0,12.6,347,1.4645,True,False
112,1690000,1690.0,28.167,1720.0,696.9,10.5,349,1.2254,True,False
112,1695000,1695.0,28.25,1725.0,694.7,10.6,348,1.3421,True,False
112,1700000,1700.0,28.333,1730.0,682.8,15.6,342,1.1012,True,False
112,1705000,1705.0,28.417,1735.0,687.9,8.3,344,1.0007,True,False
112,1710000,1710.0,28.5,1740.0,687.6,5.4,344,1.0432,True,False
112,1715000,1715.0,28.583,1745.0,687.7,5.6,344,1.3498,True,False
112,1720000,1720.0,28.667,1750.0,688.7,5.5,345,1.2146,True,False
112,1725000,1725.0,28.75,1755.0,690.3,5.5,345,1.4148,True,False
112,1730000,1730.0,28.833,1760.0,690.1,7.2,345,0.9213,True,False
112,1735000,1735.0,28.917,1765.0,691.8,7.1,346,0.6025,True,False
112,1740000,1740.0,29.0,1770.0,694.6,4.9,347,0.4063,True,False
112,1745000,1745.0,29.083,1775.0,695.2,4.7,347,0.2159,True,False
112,1750000,1750.0,29.167,1780.0,695.6,4.7,348,0.1274,True,False
112,1755000,1755.0,29.25,1785.0,696.3,4.7,348,0.3333,True,False
112,1760000,1760.0,29.333,1790.0,689.5,18.7,345,0.3698,True,False
112,1765000,1765.0,29.417,1795.0,687.8,18.8,344,0.6804,True,False
112,1770000,1770.0,29.5,1800.0,687.9,18.8,344,0.7028,True,False
112,1775000,1775.0,29.583,1805.0,687.9,18.8,341,0.8338,True,False
112,1780000,1780.0,29.667,1810.0,687.8,19.3,344,0.6822,True,False
112,1785000,1785.0,29.75,1815.0,689.3,19.3,345,0.6445,True,False
112,1790000,1790.0,29.833,1820.0,699.2,4.7,349,0.2685,True,False
112,1795000,1795.0,29.917,1825.0,701.3,5.8,351,0.249,False,False
112,1800000,1800.0,30.0,1830.0,699.1,5.7,350,0.2522,True,False
112,1805000,1805.0,30.083,1835.0,699.2,3.4,345,0.2423,True,False
112,1810000,1810.0,30.167,1840.0,695.9,3.4,348,0.2398,True,False
112,1815000,1815.0,30.25,1845.0,692.3,3.4,346,0.2496,True,False
112,1820000,1820.0,30.333,1850.0,691.4,3.4,346,0.2303,True,False
112,1825000,1825.0,30.417,1855.0,692.8,1.1,347,0.3482,True,False
112,1830000,1830.0,30.5,1860.0,695.2,1.2,347,0.2813,True,False
112,1835000,1835.0,30.583,1865.0,698.0,1.2,349,0.2885,True,False
112,1840000,1840.0,30.667,1870.0,701.3,1.1,351,0.2582,False,False
112,1845000,1845.0,30.75,1875.0,704.5,0.9,351,0.2397,False,False
112,1850000,1850.0,30.833,1880.0,706.0,0.6,351,0.0941,False,False
112,1855000,1855.0,30.917,1885.0,706.8,0.6,353,0.1845,False,False
112,1860000,1860.0,31.0,1890.0,707.6,0.5,354,0.236,False,False
112,1865000,1865.0,31.083,1895.0,707.7,0.5,354,0.2745,False,False
112,1870000,1870.0,31.167,1900.0,708.4,1.9,354,0.2777,False,False
112,1875000,1875.0,31.25,1905.0,709.5,1.9,355,0.3977,False,False
112,1880000,1880.0,31.333,1910.0,711.5,3.0,356,0.6693,False,False
112,1885000,1885.0,31.417,1915.0,712.9,5.3,355,0.4448,False,False
112,1890000,1890.0,31.5,1920.0,717.5,5.3,359,0.4752,False,False
112,1895000,1895.0,31.583,1925.0,722.1,5.3,361,0.6272,False,False
112,1900000,1900.0,31.667,1930.0,723.5,6.6,362,0.7284,False,False
112,1905000,1905.0,31.75,1935.0,724.5,8.4,362,0.7531,False,False
112,1910000,1910.0,31.833,1940.0,725.4,8.2,360,1.0567,False,False
112,1915000,1915.0,31.917,1945.0,724.8,8.2,360,1.718,False,False
112,1920000,1920.0,32.0,1950.0,713.0,13.8,356,2.227,False,False
112,1925000,1925.0,32.083,1955.0,711.9,11.8,356,2.1929,False,False
112,1930000,1930.0,32.167,1960.0,707.6,14.5,354,2.1703,False,False
112,1935000,1935.0,32.25,1965.0,709.6,11.4,355,2.0358,False,False
112,1940000,1940.0,32.333,1970.0,709.2,11.4,350,1.5236,False,False
112,1945000,1945.0,32.417,1975.0,716.2,8.5,358,0.8183,False,False
112,1950000,1950.0,32.5,1980.0,720.1,8.1,357,0.6029,False,False
112,1955000,1955.0,32.583,1985.0,717.4,9.9,358,1.102,False,False
112,1960000,1960.0,32.667,1990.0,725.2,6.3,362,0.7157,False,False
112,1965000,1965.0,32.75,1995.0,712.5,16.1,356,0.7649,False,False
112,1970000,1970.0,32.833,2000.0,713.3,16.1,357,0.7682,False,False
112,1975000,1975.0,32.917,2005.0,718.8,14.7,359,0.6114,False,False
112,1980000,1980.0,33.0,2010.0,725.3,11.5,363,0.3439,False,False
112,1985000,1985.0,33.083,2015.0,719.8,15.3,358,0.0634,False,False
112,1990000,1990.0,33.167,2020.0,704.7,22.2,353,0.1401,False,False
112,1995000,1995.0,33.25,2025.0,710.6,17.2,354,0.0978,False,False
112,2000000,2000.0,33.333,2030.0,705.1,18.4,352,0.2685,False,False
112,2005000,2005.0,33.417,2035.0,680.7,28.6,341,0.5001,True,False
112,2010000,2010.0,33.5,2040.0,671.1,35.5,336,0.5505,True,False
112,2015000,2015.0,33.583,2045.0,630.0,102.7,315,0.5989,True,False
112,2020000,2020.0,33.667,2050.0,533.5,242.4,267,0.7123,False,False
112,2025000,2025.0,33.75,2055.0,447.5,283.7,224,0.7128,False,False
112,2030000,2030.0,33.833,2060.0,429.4,290.9,213,0.4895,False,False
112,2035000,2035.0,33.917,2065.0,441.6,285.0,221,0.4986,False,False
112,2040000,2040.0,34.0,2070.0,420.8,291.5,211,0.9279,False,False
112,2045000,2045.0,34.083,2075.0,463.6,248.9,220,1.326,False,False
112,2050000,2050.0,34.167,2080.0,405.2,172.1,203,1.6719,False,False
112,2055000,2055.0,34.25,2085.0,445.4,125.7,223,1.8741,False,False
112,2060000,2060.0,34.333,2090.0,410.3,150.6,204,1.9705,False,False
112,2065000,2065.0,34.417,2095.0,398.9,155.2,200,1.7073,False,False
112,2070000,2070.0,34.5,2100.0,379.0,177.1,188,1.759,False,False
112,2075000,2075.0,34.583,2105.0,349.8,181.2,174,1.5485,False,False
112,2080000,2080.0,34.667,2110.0,441.7,129.9,221,1.8047,False,False
112,2085000,2085.0,34.75,2115.0,371.6,178.0,185,1.6317,False,False
112,2090000,2090.0,34.833,2120.0,349.9,188.9,169,1.2034,False,False
112,2095000,2095.0,34.917,2125.0,359.9,189.4,178,1.2508,False,False
112,2100000,2100.0,35.0,2130.0,387.2,168.6,192,0.9107,False,False
112,2105000,2105.0,35.083,2135.0,428.7,136.4,210,0.5275,False,False
112,2110000,2110.0,35.167,2140.0,408.1,139.0,199,0.6386,False,False
112,2115000,2115.0,35.25,2145.0,521.6,107.8,261,0.6049,True,False
112,2120000,2120.0,35.333,2150.0,558.3,76.3,277,0.8563,True,False
112,2125000,2125.0,35.417,2155.0,554.2,70.0,268,0.9042,True,False
112,2130000,2130.0,35.5,2160.0,538.8,70.4,269,0.5266,True,False
112,2135000,2135.0,35.583,2165.0,526.8,76.2,261,0.4431,True,False
112,2140000,2140.0,35.667,2170.0,400.7,174.9,199,0.3801,False,False
112,2145000,2145.0,35.75,2175.0,270.5,330.3,136,0.4344,False,False
112,2150000,2150.0,35.833,2180.0,283.3,347.1,142,0.6449,False,False
112,2155000,2155.0,35.917,2185.0,226.6,404.1,109,0.5824,False,False
112,2160000,2160.0,36.0,2190.0,183.2,522.6,91,1.0279,False,False
112,2165000,2165.0,36.083,2195.0,156.7,597.9,79,0.9568,False,False
112,2170000,2170.0,36.167,2200.0,206.3,465.6,102,0.9104,False,False
112,2175000,2175.0,36.25,2205.0,254.9,328.8,126,0.8622,False,False
112,2180000,2180.0,36.333,2210.0,251.5,310.6,126,1.0903,False,False
112,2185000,2185.0,36.417,2215.0,199.0,444.6,99,1.3234,False,False
112,2190000,2190.0,36.5,2220.0,206.0,421.0,100,1.7054,False,False
112,2195000,2195.0,36.583,2225.0,242.8,404.8,122,1.6209,False,False
112,2200000,2200.0,36.667,2230.0,274.4,319.3,128,1.73,False,False
112,2205000,2205.0,36.75,2235.0,235.9,391.8,114,1.6794,False,False
112,2210000,2210.0,36.833,2240.0,300.8,319.3,151,1.6265,False,False
112,2215000,2215.0,36.917,2245.0,340.0,288.4,170,0.6147,False,False
112,2220000,2220.0,37.0,2250.0,272.3,526.3,125,0.2474,False,False
112,2225000,2225.0,37.083,2255.0,268.9,556.6,117,0.2505,False,False
112,2230000,2230.0,37.167,2260.0,259.0,571.2,101,0.1148,False,False
112,2235000,2235.0,37.25,2265.0,178.9,944.8,83,0.0498,False,False
112,2240000,2240.0,37.333,2270.0,99.4,1356.4,50,0.1221,False,False
112,2245000,2245.0,37.417,2275.0,79.3,1267.8,39,0.4866,False,False
112,2250000,2250.0,37.5,2280.0,78.9,1046.5,32,0.3932,False,False
112,2255000,2255.0,37.583,2285.0,92.1,841.5,42,0.6243,False,False
112,2260000,2260.0,37.667,2290.0,85.4,979.5,41,0.5946,False,False
112,2265000,2265.0,37.75,2295.0,102.9,751.5,47,0.6098,False,False
112,2270000,2270.0,37.833,2300.0,155.4,762.7,77,0.2462,False,False
112,2275000,2275.0,37.917,2305.0,180.3,690.2,85,0.3629,False,False
112,2280000,2280.0,38.0,2310.0,188.6,297.9,95,1.502,False,False
112,2285000,2285.0,38.083,2315.0,240.4,243.3,120,1.9923,False,False
112,2290000,2290.0,38.167,2320.0,262.4,233.8,131,3.0683,False,False
112,2295000,2295.0,38.25,2325.0,288.3,184.8,144,4.2208,False,False
112,2300000,2300.0,38.333,2330.0,303.1,184.7,151,10.2281,False,False
112,2305000,2305.0,38.417,2335.0,310.6,152.4,152,9.049,False,False
112,2310000,2310.0,38.5,2340.0,322.1,170.2,160,10.7645,False,False
112,2315000,2315.0,38.583,2345.0,287.4,200.2,143,13.8887,False,False
112,2320000,2320.0,38.667,2350.0,273.0,122.3,137,5.1021,False,False
112,2325000,2325.0,38.75,2355.0,268.3,126.5,134,4.2448,False,False
112,2330000,2330.0,38.833,2360.0,251.3,122.9,123,2.9522,False,False
112,2335000,2335.0,38.917,2365.0,262.5,120.5,131,1.6788,False,False
112,2340000,2340.0,39.0,2370.0,252.0,114.0,126,0.8615,False,False
112,2345000,2345.0,39.083,2375.0,245.4,190.7,123,0.4333,False,False
112,2350000,2350.0,39.167,2380.0,281.6,266.3,141,0.3384,False,False
112,2355000,2355.0,39.25,2385.0,319.7,206.5,144,0.1606,False,False
112,2360000,2360.0,39.333,2390.0,250.8,289.9,116,0.1413,False,False
112,2365000,2365.0,39.417,2395.0,223.7,328.2,85,0.1197,False,False
112,2370000,2370.0,39.5,2400.0,162.0,403.9,68,0.2099,False,False
112,2375000,2375.0,39.583,2405.0,169.4,277.8,85,0.3336,False,False
112,2380000,2380.0,39.667,2410.0,173.5,295.1,87,0.2695,False,False
112,2385000,2385.0,39.75,2415.0,183.1,279.6,92,0.1334,False,False
112,2390000,2390.0,39.833,2420.0,200.4,197.5,101,0.0949,False,False
112,2395000,2395.0,39.917,2425.0,324.6,128.4,114,0.0727,False,False
112,2400000,2400.0,40.0,2430.0,326.6,83.7,135,0.0921,False,False
112,2405000,2405.0,40.083,2435.0,292.7,129.5,142,0.0922,False,False
112,2410000,2410.0,40.167,2440.0,223.2,274.2,111,0.1768,False,False
112,2415000,2415.0,40.25,2445.0,199.2,137.8,100,0.1532,False,False
112,2420000,2420.0,40.333,2450.0,207.9,220.4,103,0.2204,False,False
112,2425000,2425.0,40.417,2455.0,192.5,303.2,96,0.2371,False,False
112,2430000,2430.0,40.5,2460.0,196.4,299.2,97,0.2633,False,False
112,2435000,2435.0,40.583,2465.0,198.0,299.6,99,0.3139,False,False
112,2440000,2440.0,40.667,2470.0,237.2,106.1,119,0.5828,False,False
112,2445000,2445.0,40.75,2475.0,244.5,107.7,121,0.648,False,False
112,2450000,2450.0,40.833,2480.0,232.7,108.9,116,0.422,False,False
112,2455000,2455.0,40.917,2485.0,218.2,109.0,108,0.4216,False,False
112,2460000,2460.0,41.0,2490.0,205.5,113.5,103,0.3483,False,False
112,2465000,2465.0,41.083,2495.0,188.2,101.1,95,0.0467,False,False
112,2470000,2470.0,41.167,2500.0,237.9,135.9,119,0.2568,False,False
112,2475000,2475.0,41.25,2505.0,258.8,141.4,130,0.4652,False,False
112,2480000,2480.0,41.333,2510.0,251.4,145.3,125,0.5215,False,False
112,2485000,2485.0,41.417,2515.0,236.5,145.8,119,0.3495,False,False
112,2490000,2490.0,41.5,2520.0,247.0,196.5,112,0.1185,False,False
